LinkID,PositionX (m),PositionY (m),PositionZ (m),HighLevelCmd
A219BS010658,103.99831307504704,1160.9123422960342,-0.594331147886848,2
A219BS010658,104.22399030814864,1161.3585145437012,-0.593996676053905,2
A219BS010658,104.4496675412502,1161.804686791368,-0.593662204220962,2
A219BS010658,104.6754019363308,1162.250830121602,-0.5933278909919224,2
A219BS010658,104.90116491101172,1162.696958990373,-0.592993657066893,2
A219BS010658,105.12694217514525,1163.1430806277262,-0.592659462794383,2
A219BS010658,105.35272658391816,1163.5891986491988,-0.592325288348261,2
A219BS010658,105.57851456498904,1164.035314862688,-0.5919911238153651,2
A219BS010658,105.80430433220342,1164.481430172175,-0.5916569642390902,2
A219BS010658,106.03004577352368,1164.9275699371794,-0.5913226705616715,2
A219BS010658,106.25576305090364,1165.3737219279797,-0.5909883098351522,2
A219BS010658,106.48146824606536,1165.8198800311868,-0.5906539155844508,2
A219BS010658,106.70716740005597,1166.2660411904749,-0.5903195045717508,2
A219BS010658,106.93286353344558,1166.7122038777725,-0.5899850851780744,2
A219BS010658,107.15855815653086,1167.1583673290672,-0.5896506615939157,2
A219BS010658,107.38432681119892,1167.6044933889648,-0.5894199028017246,2
A219BS010658,107.61013247569048,1168.0506007413687,-0.5892409764129297,2
A219BS010658,107.76455697681313,1168.5261527786129,-0.58741523658317,2
A219BS010658,107.88134423832196,1169.0123150352958,-0.5847702930892125,2
A219BS010658,107.97920590607144,1169.5026351565418,-0.5817251844611542,2
A219BS010658,108.06768517903656,1169.9947336389118,-0.5784845202194171,2
